countyCode,countyName,cityCode,airport_code,cityName,HotelCode,HotelName,HotelRating,Address,Attractions,Description,FaxNumber,HotelFacilities,Map,PhoneNumber,PinCode,HotelWebsiteUrl
CR,Costa Rica,125994,LIB,Liberia,1664761,Hotel Cabanas La Teca,4,Rio Colorado Guanacaste Carretera Panamericana - 6 Km norte  Liberia50101 LiberiaGuanacaste ,,"Offering a garden, Hotel Cabanas La Teca is set in Liberia. 40 km away from several beaches. Free WiFi is offered throughout the property. The property offers car rental service.

The accommodation is air conditioned and is equipped with a flat-screen TV with cable channels. Every unit comes with a private bathroom with free toiletries. Free private parking is available at the lodge.

Hotel Cabanas La Teca also includes an outdoor pool as well as a small pool for children and a restaurant on site. The property also offers packed lunches.

Playa Hermosa is 35 km from Hotel Cabanas La Teca. The nearest airport is Daniel Oduber Quir�s International Airport, 11 km from the property. Please contact the property when checking in after 22:00.

Please inform Hotel Cabanas La Teca in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.

For guests booking 30 days or more in advance they have until 30 days before arrival to cancel for free. (For example; if you book 90 days in advance you have 60 days to cancel free of charge.) The guest will be charged the total price if they cancel within 30 days before arrival. If the guest doesn�t show up they will be charged the total price.",,Parking Swimming pool Restaurant use of cleaning chemicals that are effective against coronavirus Room service meeting/banquet facilities Bar Garden Terrace Non-smoking rooms Airport shuttle Fishing Laundry dry cleaning Family rooms breakfast in the room Ironing service Free parking internet services express check-in/check-out Safety Deposit Box Currency exchange Canoeing linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays guest accommodation sealed after cleaning physical distancing in dining areas Hiking Packed lunches Car hire Cycling Tour desk Heating Fax/photocopying Diving Horse riding Snorkelling Luggage storage wifi Allergy-free room Outdoor pool Free WiFi Non-smoking throughout Air conditioning designated smoking area Sun terrace outdoor pool (all year) concierge service Private check-in/check-out shuttle service (additional charge) Special diet menus (on request) airport shuttle (additional charge) shared lounge/TV area minimarket on site Evening entertainment Daily housekeeping grocery deliveries parking on site Private parking wifi available in all areas board games/puzzles kids' outdoor play equipment Accessible parking Shallow end Fruits airport pick up airport drop off Outdoor furniture food can be delivered to guest accommodation staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas process in place to check health of guests first aid kit available contactless check-in/check-out cashless payment available physical distancing rules followed screens or physical barriers placed between staff and guests in appropriate areas invoice provided all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay breakfast takeaway containers delivered food is securely covered face masks for guests available Picnic area Outdoor fireplace kids' pool Swimming pool Shuttle service 24-hour security Key access Security alarm CCTV in common areas CCTV outside property Fire extinguishers,10.67334|-85.47969,50626668322,50101,https://www.booking.com/hotel/cr/cabanas-la-teca.html
CR,Costa Rica,103286,PBR,Playa Brasilito,1511739,Hotel Nany,2,200 Sur Y 75 Al Este De La Plaza De Deportes De 200 Sur 75 este de Escuela 50504 Brasilito ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Nicoya Peninsula - 0.1 km / 0.1 mi <br /> Playa Brasilito - 0.5 km / 0.3 mi <br /> Conchal Beach - 1.2 km / 0.8 mi <br /> Reserva Conchal Golf Course - 2.1 km / 1.3 mi <br /> Flamingo Beach - 4.3 km / 2.7 mi <br /> Playa Potrero - 5.3 km / 3.3 mi <br /> Potrero Bay - 5.5 km / 3.4 mi <br /> Playa Zapotillal - 8 km / 5 mi <br /> Penca Beach - 9 km / 5.6 mi <br /> Playa Prieta - 9.6 km / 6 mi <br /> Monkey Park - 12.1 km / 7.5 mi <br /> Danta Beach - 12.7 km / 7.9 mi <br /> Dantita Beach - 13.7 km / 8.5 mi <br /> Las Baulas National Marine Park - 14.2 km / 8.8 mi <br /> Grande Beach - 14.3 km / 8.9 mi <br /> </p><p>The nearest airports are:<br />Daniel Oduber Intl. Airport (LIR) - 60.3 km / 37.5 mi<br /> Tamarindo (TNO) - 15 km / 9.3 mi<br /> Nosara (NOB) - 75.4 km / 46.8 mi<br /> </p><p>The preferred airport for Hotel Nany is Daniel Oduber Intl. Airport (LIR). </p>,"<p>HeadLine : Near Playa Brasilito</p><p>Location : With a stay at Hotel Nany in Cabo Velas, you ll be near the beach, within a 15-minute walk of Playa Brasilito and Conchal Beach.  This family-friendly hotel is 1.3 mi (2.1 km) from Reserva Conchal Golf Course and 2.9 mi (4.7 km) from Flamingo Beach.</p><p>Rooms : Make yourself at home in one of the 25 guestrooms. Cable television is provided for your entertainment. Bathrooms have showers and hair dryers. Conveniences include safes and complimentary bottled water, and housekeeping is provided daily.</p><p>Dining : Enjoy international cuisine at Rancho Nany, a restaurant which features a bar/lounge, or stay in and take advantage of the room service (during limited hours). Grab a drink at the swim-up bar while enjoying a refreshing dip in the hotel pool.A complimentary local cuisine breakfast is served daily from 8:00 AM to 10:00 AM.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",506-506-26543802,Dry cleaning/laundry service secured parking Uncovered parking Wheelchair accessible (may have limitations) Babysitting or childcare (surcharge) Number of bars/lounges - 1 Designated smoking areas Number of poolside bars - 1 Number of outdoor pools - 1 Number of swim-up bars - 1 Garden Picnic area In-room accessibility (in select rooms) Roll-in shower (in select rooms) Tours/ticket assistance Accessible bathroom (in select rooms) Luggage storage Free breakfast Free breakfast (local cuisine) 24-hour front desk Playground on site Daily Barbecue grill(s) Safe-deposit box at front desk Snack bar/deli Laundry facilities Children's pool Free self parking Terrace,10.405378|-85.795356,506-506-26544343,50504,http://www.hotelnany.net
CR,Costa Rica,147225,PCO,Playa Conchal,1195913,Finca Buena Fuente Residence,2,2 Km North Of Matapalo Camino Playa Puerto Viejo Conchal 50308 Cabo Velas Camino Playa Puerto Viejo - Conchal Bahia de los PiratasSanta CruzGuanacaste ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Nicoya Peninsula - 0.1 km / 0.1 mi <br /> Conchal Beach - 4.4 km / 2.8 mi <br /> Playa Zapotillal - 4.8 km / 3 mi <br /> Reserva Conchal Golf Course - 5.8 km / 3.6 mi <br /> Playa Brasilito - 7.6 km / 4.7 mi <br /> Las Baulas National Marine Park - 8.3 km / 5.2 mi <br /> Grande Beach - 8.4 km / 5.2 mi <br /> Las Baulas de Guanacaste National Marine Park - 9.3 km / 5.8 mi <br /> Ventanas Beach - 9.6 km / 6 mi <br /> Tamarindo Church - 10.3 km / 6.4 mi <br /> Monkey Park - 10.6 km / 6.6 mi <br /> Flamingo Beach - 11.8 km / 7.3 mi <br /> Canopy Vista Tamarindo - 12.2 km / 7.6 mi <br /> Playa Potrero - 12.4 km / 7.7 mi <br /> WAYRA Institute of Spanish - 12.6 km / 7.8 mi <br /> </p><p>The nearest airports are:<br />Daniel Oduber Intl. Airport (LIR) - 58.8 km / 36.5 mi<br /> Tamarindo (TNO) - 10.3 km / 6.4 mi<br /> Nosara (NOB) - 73.4 km / 45.6 mi<br /> </p><p>The preferred airport for Finca Buena Fuente Residence Hotel is Daniel Oduber Intl. Airport (LIR). </p>,"<p>HeadLine : Near Conchal Beach</p><p>Location : Located in Cabo Velas, Finca Buena Fuente Residence Hotel is by the ocean, within a 15-minute drive of Nicoya Peninsula and Conchal Beach.  This family-friendly hotel is 7.3 mi (11.8 km) from Flamingo Beach and 8 mi (12.9 km) from Tamarindo Beach.</p><p>Rooms : Make yourself at home in one of the 7 air-conditioned rooms featuring kitchens with refrigerators and espresso makers. Complimentary wireless Internet access keeps you connected, and satellite programming is available for your entertainment. Conveniences include complimentary newspapers and complimentary bottled water, and housekeeping is provided daily.</p><p>Dining : Enjoy Italian cuisine at Buena Fuente, a restaurant which features a bar/lounge, or stay in and take advantage of the room service (during limited hours). Quench your thirst with your favorite drink at the poolside bar. Continental breakfasts are available daily from 7 AM to 10:30 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>Be prepared: check the latest COVID-19 travel requirements and measures in place for this destination before you travel.</li>  </ul></p><p>Special Instructions : This property offers transfers from the airport (surcharges may apply). To arrange pick-up, guests must contact the property 24 hours prior to arrival, using the contact information on the booking confirmation.</p>",506-885-57079,Number of outdoor pools - 1 Shopping center shuttle (surcharge) Theme park shuttle (surcharge) Number of bars/lounges - 1 Number of poolside bars - 1 Beach shuttle (surcharge) Yoga classes/instruction on site Tours/ticket assistance Free self parking Free WiFi Pool sun loungers Boat tours nearby Babysitting or childcare (surcharge) Smoke-free property Computer station Number of coffee shops/cafes - 1 Hiking/biking trails nearby Supervised childcare/activities (surcharge) Sailing nearby Children's pool Scuba diving nearby Safe-deposit box at front desk Free long-term parking Luggage storage Golfing nearby Snorkeling nearby Breakfast available (surcharge) Surfing/bodyboarding nearby Concierge services Laundry facilities Wheelchair accessible path of travel Television in common areas Accessible bathroom (in select rooms) Ecotours nearby Wheelchair accessible parking Wedding services In-room accessibility (in select rooms) Airport transportation (surcharge) Garden Multilingual staff Golf lessons available nearby Scooter/moped rentals nearby Free newspapers in lobby,10.375542|-85.805164,50626535027,50308,http://www.buenafuentehotel.com/
CR,Costa Rica,133638,PUN,Puntarenas,1460719,Cabinas Pura Vida,2,Bahia Drake Playa Blanca de OsaBah�a Drake CentroDrake Bay ,,"Cabinas Pura Vida is located in Drake, only 400 metres from the Agujitas Beach. It offers Breakfast included, A/C rooms, private bathroom with shower, a shared kitchen, wooden furniture, WiFi access and private parking on site.

Guests can also relax on the hammocks while enjoying views of the on-site garden.

Cabinas Pura Vida can arrange tours to visit Corcovado National Park and Cano Island by boat where guests can enjoy activities such as snorkelling and diving. Please note that if guests pay with a credit card, an extra fee will be charged.",,Accessible parking Wheelchair accessible Toilet with grab rails airport pick up airport drop off Parking Garden Terrace Non-smoking rooms Airport shuttle Fishing Laundry Facilities for disabled guests Family rooms Free parking internet services Hiking Tour desk Diving Horse riding Snorkelling Luggage storage wifi Free WiFi Air conditioning designated smoking area shuttle service (additional charge) airport shuttle (additional charge) Shared kitchen Beachfront Daily housekeeping parking on site Private parking wifi available in all areas Beach Shuttle service Fire extinguishers use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays guest accommodation sealed after cleaning physical distancing in dining areas food can be delivered to guest accommodation staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas first aid kit available contactless check-in/check-out cashless payment available physical distancing rules followed mobile app for room service screens or physical barriers placed between staff and guests in appropriate areas property is cleaned by professional cleaning companies all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay breakfast takeaway containers delivered food is securely covered face masks for guests available,8.68771|-83.66408,2775 0919,60101,https://www.booking.com/hotel/cr/cabinas-pura-vida.html
CR,Costa Rica,133638,PUN,Puntarenas,1511768,Drake Bay Getaway Resort,3,Osa Peninsula Drake Bay ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Osa Peninsula - 0.1 km / 0.1 mi <br /> Drake Bay Hiking Trailhead - 0.1 km / 0.1 mi <br /> Drake Bay Beach - 0.1 km / 0.1 mi <br /> Playa Colorada - 0.1 km / 0.1 mi <br /> School & Soccer Field - 0.4 km / 0.2 mi <br /> Cocalito - 1.7 km / 1.1 mi <br /> San Josecito Beach - 5.6 km / 3.5 mi <br /> Corcovado National Park - 6.8 km / 4.2 mi <br /> Playa Danta - 7.4 km / 4.6 mi <br /> Playa Rincon - 8.2 km / 5.1 mi <br /> Playa San Pedrillo - 8.6 km / 5.3 mi <br /> Violin Beach - 21.7 km / 13.5 mi <br /> Playa Isidora - 50.4 km / 31.3 mi <br /> </p><p>The nearest major airport is Drake Bay (DRK) - 8.8 km / 5.5 mi</p>,"<p>HeadLine : Near Drake Bay Hiking Trailhead</p><p>Location : When you a stay at Drake Bay Getaway Resort in Drake Bay, you ll be near the bay, just steps from Osa Peninsula and Drake Bay Hiking Trailhead.  This lodge is 4.2 mi (6.8 km) from Corcovado National Park and 0.1 mi (0.1 km) from Drake Bay Beach.</p><p>Rooms : Make yourself at home in one of the 5 individually decorated guestrooms. Your pillowtop bed comes with Egyptian cotton sheets. Rooms have private balconies or patios. Complimentary wireless Internet access is available to keep you connected. Private bathrooms have rainfall showerheads and designer toiletries.</p><p>Dining : Enjoy Regional cuisine at Drake Bay Cafe, a restaurant where you can take in the ocean view, or stay in and take advantage of the room service (during limited hours). A complimentary full breakfast is included.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards, debit cards, and cash</li><li>Safety features at this property include a fire extinguisher, a smoke detector, a security system, and a first aid kit</li>  </ul></p><p>Special Instructions : This property offers transfers from the airport. Guests must contact the property with arrival details before travel, using the contact information on the booking confirmation. The front desk is open daily from 6:00 AM - 9:00 PM. Front desk staff will greet guests on arrival.</p>",011-506-60037253,No accessible shuttle Free breakfast Horse riding nearby Multilingual staff Front desk (limited hours) Number of accessible parking spaces - 2 Snorkeling nearby Safe-deposit box at front desk Ecotours nearby Coffee/tea in common areas Number of coffee shops/cafes - 1 Hiking/biking trails nearby Laundry facilities Kayaking nearby Free self parking Free valet parking Terrace Swimming nearby Wheelchair-accessible registration desk Scuba diving nearby Free WiFi Designated smoking areas Garden In-room accessibility (in select rooms) Wheelchair accessible parking Wedding services Tours/ticket assistance Accessible bathroom (in select rooms) Boat tours nearby Free airport transportation Luggage storage Wheelchair-accessible on-site restaurant Wheelchair accessible (may have limitations) Free full breakfast Proposal/romance packages available Fishing nearby Ziplining nearby Front entrance ramp,8.689379|-83.670755,+011 506 60037253,60111,http://www.drakebaygetaway.com
CR,Costa Rica,135406,SCA,San Carlos,5330243,Apartamentos La Casona,5,Avenida 327 La Fortuna Alajuela  ,,,,,10.46967|-84.64875,,21007,
CR,Costa Rica,135406,SCA,San Carlos,5559414,Ecocentro Danaus,5,Ecocentro Danaus Camino A Aguazul  ,,"Set 10 km from La Fortuna Waterfall, Ecocentro Danaus offers accommodation with free WiFi and free private parking.

Guests can also relax in the garden.

Kalambu Hot Springs is 9 km from the lodge, while Mistico Arenal Hanging Bridges Park is 24 km away. The nearest airport is Juan Santamar�a International Airport, 70 km from Ecocentro Danaus. Please inform Ecocentro Danaus in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
Guests are required to show a photo identification and credit card upon check-in. Please note that all Special Requests are subject to availability and additional charges may apply.
Please note that the check-in and key-collection take place at: la fortuna, 21007 alajuela.
Managed by a private host",,Parking Garden Free parking internet services gift shop Hiking Tour desk wifi Free WiFi Non-smoking throughout parking on site Private parking Walking tours,10.48223|-84.61691,,21007,https://www.booking.com/hotel/cr/ecocentro-danaus.html
CR,Costa Rica,147786,SAV,Savegre,1798403,Rafiki Beach Camp,5,1 km North Of The Supermarket El Mar 63501 Matapalo ,,"Set between tropical forest and unspoilt beach in Matapalo, Rafiki Beach Camp offers accommodation in luxury safari tents. There is a communal pool and a private beach area with loungers and parasols.

Each tent has free WiFi and an attached private bathroom with a shower. Tents also have a private porch where you can relax and spot jungle wildlife, including monkeys and sloths.

Rafiki Beach Camp�s tour desk can arrange activities in the surrounding area, including white water rafting, fishing and hiking. The popular town of Jac� is 95 km away, while Juan Santamar�a International Airport is 180 km away.",,Parking Garden Non-smoking rooms Airport shuttle Fishing Laundry Facilities for disabled guests Free parking internet services Safety Deposit Box Canoeing Hiking BBQ facilities Car hire Cycling Tour desk Diving Horse riding Snorkelling Luggage storage wifi Outdoor pool Free WiFi Private beach area Sun terrace outdoor pool (all year) concierge service Private check-in/check-out shuttle service (additional charge) vending machine (drinks) water sport facilities on site airport shuttle (free) airport shuttle (additional charge) Shared kitchen minimarket on site Beachfront parking on site Private parking wifi available in all areas Pool with view pool/beach towels Shallow end Wine/champagne sun loungers or beach chairs Sun umbrellas Outdoor furniture Picnic area Swimming pool Beach Shuttle service Walking tours Tour or class about local culture Swimming pool invoice provided,9.32385|-83.96936,50627875014,63501,https://www.booking.com/hotel/cr/rafiki-beach-camp.html
CR,Costa Rica,139844,TUR,Turrialba,1252436,Hotel Wagelia Turrialba,2,150 Metros Oeste De Parque Central De Turrialba. Cartago ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Catie - 0.8 km / 0.5 mi <br /> Monumento Nacional Guayabo - 13 km / 8.1 mi <br /> Plaza de Peralta - 16.6 km / 10.3 mi <br /> Peralta Bull Ring - 16.9 km / 10.5 mi <br /> Monumento Nacional Arqueol�gico Guayabo - 19.3 km / 12 mi <br /> Ruins of Ujarras - 29.6 km / 18.4 mi <br /> Iglesia de Nuestra Se�ora de la Limpia Concepci�n - 30.7 km / 19 mi <br /> Casa del So�ador - 30.7 km / 19 mi <br /> Turrialba Volcano National Park - 33.2 km / 20.6 mi <br /> Mirador Orosi - 33.7 km / 20.9 mi <br /> Lankester Gardens - 33.7 km / 20.9 mi <br /> Parque Nacional Tapanti - 34.1 km / 21.2 mi <br /> Lankester Botanical Garden - 36 km / 22.4 mi <br /> Our Lady of the Angels Basilica - 38.3 km / 23.8 mi <br /> Bas�lica de Nuestra Se�ora de Los �ngeles - 38.6 km / 24 mi <br /> </p><p>The preferred airport for Hotel Wagelia Turrialba is Juan Santamaria Intl. Airport (SJO) - 77.2 km / 48 mi </p>,"<p>HeadLine : Near Catie</p><p>Location : With a stay at Hotel Wagelia Turrialba in Turrialba, you ll be 1.1 mi (1.7 km) from Catie and 8.1 mi (13 km) from Monumento Nacional Guayabo.  This hotel is 12 mi (19.3 km) from Monumento Nacional Arqueol�gico Guayabo and 20.6 mi (33.2 km) from Turrialba Volcano National Park.</p><p>Rooms : Stay in one of 18 guestrooms featuring flat-screen televisions. Complimentary wireless Internet access keeps you connected, and cable programming is available for your entertainment. Bathrooms have showers and complimentary toiletries. Conveniences include safes and desks, and housekeeping is provided daily.</p><p>Dining : Enjoy international cuisine at The place, a restaurant which features a bar/lounge, or stay in and take advantage of the room service (during limited hours). A complimentary continental breakfast is served daily from 6:30 AM to 9 AM.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>Safety features at this property include a fire extinguisher and a first aid kit</li><li>Be prepared: check the latest COVID-19 travel requirements and measures in place for this destination before you travel.</li>  </ul></p><p>Special Instructions : This property doesn t offer after-hours check-in. Front desk staff will greet guests on arrival.</p>",506-506-25561566,Safe-deposit box at front desk Number of meeting rooms - 1 Terrace Luggage storage Free continental breakfast Wheelchair accessible (may have limitations) Accessible bathroom Roll-in shower In-room accessibility Garden Wheelchair-accessible registration desk Free newspapers in lobby Daily No elevator (single level property) Number of bars/lounges - 1 24-hour front desk Free breakfast Business center Tours/ticket assistance Free self parking Dry cleaning/laundry service Free WiFi Smoke-free property,9.904801|-83.685555,506-506-25561566,997150,http://hotelwageliaturrialba.com/
HR,Croatia,112572,BRO,Brodarica,5242890,Laura Apartments,3,Glavicine 5B  ,,"Laura Apartments is located in Brodarica, 5 km from �ibenik, and 150 metres from the beach. Free WiFi access and free private parking are available on site, and there is a garden with BBQ facilities.

Some units have a balcony, and others have direct access to the garden. Amenities in all units feature a fully equipped kitchen, a dining area, and a seating area with a flat-screen TV. Each unit also comprises a bathroom with free toiletries and a hair dryer, as well as towels and bed linen.

Several shops, bars and restaurants can be found within a 150-metre radius. Apartments Laura is located 47 km from Split and 34 km from Trogir. Please inform Laura Apartments in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
Due to Coronavirus (COVID-19), this property is taking steps to help protect the safety of guests and staff. Certain services and amenities may be reduced or unavailable as a result.
In accordance with government guidelines to minimise transmission of the Coronavirus (COVID-19), this property may request additional documentation from guests to validate identity, travel itinerary and other relevant information, during dates where such guidelines exist.
This property will not accommodate hen, stag or similar parties.
A damage deposit of EUR 70 is required on arrival. This will be collected as a cash payment. You should be reimbursed on check-out. Your deposit will be refunded in full in cash, subject to an inspection of the property.
Managed by a private host",,Swimming pool Beach Swimming pool use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas process in place to check health of guests first aid kit available contactless check-in/check-out cashless payment available physical distancing rules followed invoice provided Outdoor fireplace Outdoor furniture Sun umbrellas sun loungers or beach chairs airport drop off airport pick up Shallow end Heated pool Private parking parking on site Water park Beachfront airport shuttle (additional charge) outdoor pool (all year) Air conditioning Non-smoking throughout Free WiFi Outdoor pool wifi Diving Heating BBQ facilities express check-in/check-out internet services Free parking Games room Family rooms Airport shuttle Non-smoking rooms Terrace Garden Parking,43.69076|15.90842,,22010,https://www.booking.com/hotel/hr/laura-apartments.html
HR,Croatia,112572,BRO,Brodarica,5303891,Apartments Jakobina,3,Krapanjskih Spuzvara 49  ,,,,,43.67812657|15.91981173,,22010,
HR,Croatia,117886,FAZ,Fazana,5800762,Apartment Mitar 1271,3,26 Dragonja  ,,"Apartment Mitar 1271 features a terrace and is situated in Fa�ana, within just 1.1 km of Bi Val Beach and 1.3 km of Valbandon Beach. This apartment has a garden, barbecue facilities, free WiFi and free private parking.

This air-conditioned 1-bedroom apartment comes with a seating area, a satellite TV and a kitchen with a fridge. Towels and bed linen are offered in the apartment.

San Lorenzo Beach Fazana is 1.7 km from the apartment, while Pula Arena is 7.1 km from the property. The nearest airport is Pula Airport, 10 km from Apartment Mitar 1271.",,invoice provided Private parking parking on site Air conditioning Free WiFi wifi BBQ facilities internet services Free parking Garden Parking,44.91826|13.81515,,52212,https://www.booking.com/hotel/hr/apartment-mitar-1271.html
HR,Croatia,117886,FAZ,Fazana,5830520,Apartments Pink 1785,5,45 Ulica Mala Vala  ,,"Set in Fa�ana, 2.2 km from Lost Beach and 2.6 km from Brijuni National Park, Apartments Pink 1785 offers accommodation with free WiFi, air conditioning and access to a garden with an outdoor swimming pool.

Each unit is fitted with a fully equipped kitchen with a dishwasher, a seating area, a TV, a washing machine, and a private bathroom with bath or shower and a hairdryer. A microwave, a fridge and oven are also offered, as well as a kettle and a coffee machine.

A barbecue can be found at the apartment, along with a terrace.

The nearest airport is Pula Airport, 8 km from Apartments Pink 1785.",,Private parking On-site parking invoice provided wifi Free parking Air conditioning Terrace Parking Garden BBQ facilities Swimming pool Outdoor pool Free WiFi internet services wifi available in all areas,44.90979|13.82203,,52212,https://www.booking.com/hotel/hr/apartments-pink-1785.html
HR,Croatia,124177,KAS,Kastelir,5607424,Haus Gortan 101s,3,52484,,"Situated in Ka�telir in the Istria region, Apartment Gortan - KST101 features a terrace. The air-conditioned accommodation is 14 km from Porec.

The apartment has 1 bedroom, a TV with satellite channels, an equipped kitchen with a fridge and a stovetop, and 1 bathroom with a shower. Private parking is available at the apartment.

A childrens playground is available on site and cycling can be enjoyed within close proximity of Apartment Gortan - KST101.

Portoro� is 45 km from the accommodation, while Rovinj is 44 km from the property. The nearest airport is Pula Airport, 49 km from Apartment Gortan - KST101. Please inform Apartment Gortan - KST101 in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
A damage deposit of EUR 125 is required on arrival. You should be reimbursed on check-out.
Aircondition optional available at EUR 2.00 per night.",,paid wifi guest accommodation is disinfected between stays Laundry Parking physical distancing rules followed Hiking Non-smoking rooms wifi Private parking contactless check-in/check-out internet services children's playground On-site parking wifi available in all areas staff follow all safety protocols as directed by local authorities Air conditioning screens or physical barriers placed between staff and guests in appropriate areas linens  towels and laundry washed in accordance with local authority guidelines Non-smoking throughout Cycling Pets allowed,45.30383|13.68972,,52484,https://www.booking.com/hotel/hr/haus-gortan-101.html
HR,Croatia,124177,KAS,Kastelir,5909918,Villa Melani Kastelir,5,Valentici Valentici  ,,"Located in Ka�telir, within 23 km of Aquapark Istralandia and 45 km of Cathedral St. Eufemia Rovinj, Beautiful villa Ginocchetti offers accommodation with free WiFi, air conditioning and a garden. Featuring free private parking, the villa is in an area where guests can engage in activities such as cycling and table tennis.

The villa is equipped with 4 bedrooms, 4 bathrooms, bed linen, towels, a TV with satellite channels, a fully equipped kitchen, and a terrace with sea views.

The Euphrasian Basilica is 14 km from the villa, while Porec Main Square is 14 km away. The nearest airport is Portoro� Airport, 37 km from Beautiful villa Ginocchetti. A damage deposit of EUR 500 is required on arrival. This will be collected as a cash payment. You should be reimbursed on check-out. Your deposit will be refunded in full in cash, subject to an inspection of the property.",,Air conditioning Non-smoking throughout Free WiFi Outdoor pool wifi Heating Cycling BBQ facilities Table tennis internet services Free parking Non-smoking rooms Terrace Garden Pets allowed Parking Swimming pool Swimming pool electric vehicle charging station wifi available in all areas Private parking parking on site,45.3053|13.6816,,52464,https://www.booking.com/hotel/hr/beautiful-villa-ginocchetti.html
